"campaign_id"	"title"	"sent"	"to_send"	"recipients"	"lists_excl"	"opens_count"	"unique_opens"	"text"
108	"Vai desistir de ganhar as suas ligas?"	2018-07-21	353	353	"62,66"	99	88	"     Quando começamos ano passado ninguém conhecia o Guru do Cartola.  Era um projeto muito ousado!  Afinal ninguém sabia como calcular a valorização dos jogadores...  E até hoje somos os únicos a acertar a valorização em tempo real e as pontuações mínimas para valorizar.  Mas vocês pediram e crescemos cada vez mais o site.  Hoje são várias e várias formas de ajudar o cartoleiro a escalar o time.  E, para os que tem menos tempo, já damos a nossa sugestão de Time.   A seleção do guru! Ela é muito estudada e o resultado de escolhas muito bem pensadas.  Hoje o site já é conhecido no Brasil inteiro e ajuda milhares e milhares de cartoleiros.  Mas o meu convite para você é especial.  O Time Guru construiu os melhores cartoleiros do Brasil.  Você colocou o seu e-mail em nossa lista de espera e finalmente chegou a sua vez.   Mas, como falei no e-mail anterior, só vou garantir sua vaga até hoje.   Se você não quiser, irei passar para o próximo da fila.   Além de toda as vantagens, estamos fazendo uma condição muito especial:  Abaixamos o preço de R$ 119,00 para apenas R$ 55,00.  E você tem direito a 100% do site, premiação e todas as vantagens!!   O que te impede de entrar para o TIME GURU?    Clique aqui e garanta sua vaga   Olha esse e-mail que recebemos de um dos membros     Não desista de liderar as suas ligas!  Ainda faltam muitas rodadas! O campeonato está só no começo!  Te aguardo no Time Guru.   Clique aqui e garanta sua vaga     Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
114	"Atualize o seu time - você está perdendo prêmios e as estatísticas do seu time"	2018-07-23	234	234	""	432	138	"     Bom dia [Name,fallback=],   Aqui é o Luís, tudo bem por aí? Você faz parte da ELITE de cartoleiros que formam o TIME GURU. O que é ótimo...    Mas podemos fazer ainda melhor!   O Time Guru tem inúmeras vantagens e sei que nem todos os cartoleiros conseguem usar todas elas...   E eu reparei que o seu time não foi cadastrado corretamente em nosso site...   O seu time foi registrado como   [Nomedotime,fallback=]  ,  mas não conseguimos encontrar ele no Cartola.  Precisamos que você fale o nome do seu time  exatamente como escrito no Cartola ,  se preferir, nos envie um print da tela do seu time.  Precisamos disso para você concorrer aos prêmios mensais e do final do campeonato (camisas oficiais + camisas personalizadas do seu time no Cartola + Playstation 4)  e também poderá ver todas as estatísticas do seu time na página  Time do Cartoleiro .  Beleza?? Aguardo sua resposta!    Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
117	"A certeza que tenho para a próxima rodada"	2018-07-24	191184	191184	""	29733	24440	"     Como foi a rodada por aí? Certamente você acertou algum mito e espero que tenha pontuado bem...  Mas a verdade é que a média dos cartoleiros foi de 52 pontos. Então a rodada não foi tão fácil assim!  A Seleção do Guru teve pontuação bem perto da nossa média, fizemos 93 pontos.   Mas nós já sabemos que no campeonato de pontos corridos ter equilíbrio é muito melhor do que ter altos e baixos.   E é sobre manter a pontuação que quero falar com você!   Agora que entra a grande sacada!   Você parou para pensar que a próxima rodada é a mais difícil de todas até agora?  PRIMEIRO: os jogos estão muito equilibrados...   SEGUNDO: temos apenas 8 jogos, ou seja, temos 4 times a menos para escolher jogadores.   Você pode estar pensando que isso será ruim...   mas isso será ótimo! Excelente!!! :)   A certeza que eu tenho para a próxima rodada é que a média dos cartoleiros será muito mais baixa.   E isso vai ser excelente pra gente... se a gente souber usar a nosso favor!  Se todo mundo for bem, é difícil fazer muito mais pontos que os concorrentes da liga...  Mas se eles forem mal... fica muito mais fácil!  Você deve estar perguntando:   - Tá, e como vamos fazer então???  É por isso que eu vou analisar cada número que tiver no Guru do Cartola.  Nessa rodada, a análise que você pode fazer lá vai fazer mais diferença do que nunca!  Já comecei a analisar e vou postar mais algumas dicas no Insta e no Face...   Por enquanto, o que me chamou muito atenção foi:     Moisés (lateral esquerdo do Botafogo) tem 3 jogos em casa e uma média de 8,3 pontos. Além de ser totalmente regular.  E ainda... os  laterais esquerdos  que jogam em casa contra a Chape costumam se dar bem!! Eles tem média de 5,9 pontos até agora.  Essa rodada devo ir com 3 atacantes e um deles será o Ricardo Oliveira...  Veja por que:     Quantas mitadas meus amigos!!! Em 6 jogos em casa só uma pontuação ruim e 5 acima dos 10 pontos!  É verdade que o Atlético busca uma reabilitação na volta do campeonato.  Mas joga contra o Paraná e o Pastor é muito forte em casa.    Essas análises foram feitas usando a página de scouts.    Lembre também que se quiser mais cartoletas, na página Escale o seu time você pode ver a pontuação mínima para valorizar dos jogadores.   Para finalizar,  muito obrigado  por ajudar o Guru a chegar no nível que está chegando... É muito bom ter você fazendo parte disso, sem esse apoio seria impossível!!!  Valeu também a todos que nos mandam e-mail com sugestões, agradecendo, fazendo críticas construtivas... Vamos sempre trabalhar mais para fortalecer essa comunidade!  Olha só que legal o resultado do Maicon, membro do Time Guru:        Vamo que vamo, [Name,fallback=]! :)    Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
119	"E ai [Name,fallback=], vai pegar ou largar?"	2018-07-25	1089	1089	"62,65"	467	346	"     Como você já deve saber, o nosso programa de membros - TIME GURU - bombou no primeiro semestre, até um ponto que tive que encerrar as vagas.  Antes que comprometesse a qualidade do serviço que prestamos.  Estamos sempre ajustando o nosso sistema para receber mais pessoas e prestar o melhor serviço a todos...  Então fico muito feliz de te enviar esse e-mail, já que vou te dar uma notícia muito boa!  Você colocou o seu nome em nossa lista de espera para fazer parte do Time Guru e  chegou a sua vez !   Já são quase 1 milhão de pessoas usando o site e agora você fará parte da elite dos cartoleiros:   O SELETO GRUPO DOS CARTOLEIROS   TIME GURU.    Você estará muito a frente dos outros cartoleiros.      Veja as vantagens EXCLUSIVAS para quem é Time Guru:  - Acesso as pontuações mínimas para valorizar e pontuação esperada para  todos  os jogadores  - Avaliação do seu time por cartoleiros que lideram várias ligas  - Análise detalhada de cada jogador provável  - Seleção do Guru - nossa sugestão de jogadores para você mitar na rodada  - Compare as estatísticas de dois jogadores que você escolher  - Estatísticas do seu time até a última rodada  -  Novidade:  acesso completo à página de Scouts - Lá você consegue ver todos os scouts de cada jogador e de todos os outros que jogaram contra o mesmo adversário.   Você também pode filtrar por mando de campo, posição, rodada, times...       Resumindo:  TUDO QUE UM CARTOLEIRO PRECISA PARA MITAR E GANHAR SUAS LIGAS.     Além de te dar todas as dicas e te ajudar a ganhar as suas ligas, também temos muitos prêmios!!  Até o final do ano você irá concorrer a:      7 CAMISAS OFICIAIS    5 CAMISAS DO SEU TIME DO CARTOLA    1 PLAYSTATION 4      e quanto custa para ter acesso a isso tudo que eu falei???  Fizemos uma pesquisa em vários sites que oferecem dicas para Cartola...  Nenhum site conseguiu oferecer tantos serviços,   mas se a gente somasse todos esses serviços...     o preço seria R$ 287,00!     Claro que não é fácil montar um site com toda essa estrutura e tem muitos custos.  Mas o nosso objetivo é ajudar os cartoleiros e crescer junto com você!      O preço normal do TIME GURU é R$ 119,00.       Mas eu sei que já se passaram 14 rodadas e conseguimos fazer uma oferta irresistível para a nossa lista de espera...       Nossa oferta tem um prazo de 24 horas e é de    R$ 55,00   (taxa única).       Você pode usar o link abaixo para comprar:   (vale por 24 horas  - depois irei passar a sua vaga para o próximo da fila)    Clique aqui e garanta sua vaga       importante:   Temos tanta certeza que o Time Guru irá surpreender as suas expectativas que te oferecemos  15 dias de garantia.   Como funciona? Se por algum motivo você quiser cancelar a sua compra, basta nos enviar um e-mail falando que quer cancelar.   Você irá receber todo o seu dinheiro de volta, sem problema algum!!      Ahh... imagino que você queira ter acesso a todo o conteúdo antes mesmo da próxima rodada, certo? Então se escolher pagar pelo boleto bancário, me envie o comprovante que vou liberar o seu acesso. :)     Qualquer dúvida que você ainda tenha, é só responder esse e-mail que vou te ajudar.   Te espero do outro lado!! Venha ser mito com a gente!! :)    Clique aqui e garanta sua vaga     Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
120	"15ª RODADA - SELEÇÃO DO GURU"	2018-07-25	2045	2045	""	1966	1265	"       E aí TIME GURU!!      Que rodada meus amigos e amigas! :)      Bora para a nossa seleção!           Diego (GOL) - Flamengo       O Diego tem boas atuações fora de casa, média de 6,4 pontos e nunca negativou. Com certeza será um jogão contra o Santos e contamos com ele para fechar tudo!          Fagner (LAT) - Corinthians       Estou sempre inovando aqui nas contas do Guru e aprimorando as previsões. Fagner tem grandes chances de dar uma assistência (80%). Mano Menezes já falou que vai poupar de 2 a 3 titulares, então aumenta a chance de Saldo de Gols também.          Moisés (LAT) - Botafogo       Tudo para fazer uma ótima rodada. Média de 8,3 pontos em casa e muito regular. Além disso, a Chape cede muitos pontos para os laterais esquerdos (5,9 pontos em média).          Pedro Geromel (ZAG) - Grêmio       Jogo complicado pela frente! O que dificulta o SG, mas facilita a roubada de bola. Geromito tem a média (nada humilde) de 5 RBs por jogo em casa!!          Víctor Cuesta (ZAG) - Internacional       Jogo fora de casa contra o América. O zagueiro tem boa média (6,3 pts) e já fez gol e assistência jogando fora.           Lucas Paquetá (MEI) - Flamengo       O Flamengo quer segurar a liderança e deve ir para cima do Santos. Vamos de Paquemito.          Patrick (MEI) - Internacional       Joga contra o América-MG. Tem média de 5,7 pontos fora de casa. Mas quando joga contra times na parte de baixo da tabela o desempenho tende a ser muito melhor.          Matheus Fernandes (MEI) - Botafogo       Média de 5,7 pontos jogando em casa. A chape costuma ceder boas RBs e ele aproveitará disso. Contamos também com pelo menos uma assistência... :)          Ricardo Oliveira (ATA) - Atlético MG - Capitão       Joga contra o Paraná em casa e vai guardar pelo menos um gol. Média de 10,8 pontos.          Pedro (ATA) - Fluminense       Artilheiro do campeonato e é O CARA do Fluminense. Média de 7,6 pontos em casa.          Neilton (ATA) - Vitória       Mito. Quase um gol por partida, com média de 9,8 pontos em casa. Enfrenta o Sport e é uma grande esperança de gols.          Thiago Larghi (TÉC) - Atlético MG       Um dos favoritos para a rodada.        Atenção: Confira se todos os jogadores estão prováveis antes do mercado fechar!  Caso seja necessário, vamos fazer a substituição dos jogadores na página da Seleção do Guru.        Vamo que vamo!! Boa sorte!      Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
123	"Cadê as cartoletas que estavam aqui?"	2018-07-27	6310	6310	""	957	834	"     Fala [Name,fallback=]!  A gente sabe a importância de ter um bom número de cartoletas ao longo do campeonato para conseguir escalar os melhores jogadores.  As primeiras rodadas são bem mais fáceis para valorizar...  Mas e depois?  Sabendo como funciona a valorização, é possível ganhar muitas cartoletas ao longo de todo o campeonato sim!  O Time Valorização do Guru do Cartola vem ganhando muitas cartoletas nas últimas rodadas.  Nessa última rodada mesmo, escalamos Romero (16,80 pts e C$+2,90 ) e Cássio (13,40 pts e C$+3,65).   Ganhamos 9,6 cartoletas só nessa rodada.   Além de fornecer as melhores estatísticas e descobrir várias revelações do campeonato, o Guru do Cartola é referência em VALORIZAÇÃO.    Até hoje somos o único lugar que mostra a valorização exata do jogador durante a rodada.    E antes de cada rodada mostramos quanto CADA jogador precisa fazer para valorizar.   Isso só é possível porque depois de 9 meses de muito estudo, descobri a fórmula exata que o cartola usa para calcular a valorização dos jogadores.... que é muito complicada por sinal...  Essa rodada foi horrível para muitos cartoleiros...    Alguns perderam 5, outros 7 e outros chegaram perder até 10 cartoletas....    e estou recebendo uma chuva de e-mails desde ontem por causa disso...     Todos querem usar o site para saber a pontuação mínima para valorizar de todos os jogadores e também para ter acesso as outras estatísticas...  Como você já deve saber, essas informações são exclusivas do TIME GURU - programa de sócios que temos para manter o nosso projeto no ar.  Muitas pessoas estão perdendo cartoletas a cada rodada e isso pode dificultar muito a escalação e, por isso, estão me pedindo para reabrir as vagas para entrar para o Time Guru.      O problema é que as vagas para o TIME GURU foram encerradas  no dia 12 de junho e o programa não é mais vendido...  Mas claro que queremos que todos se mantenham competitivos ao longo de todo o campeonato...   Ainda não estamos nem na metade do campeonato!   Então vamos abrir algumas vagas pensando nessas pessoas que estão vendo suas cartoletas indo embora...  Então, se você se identificou nessa situação, seu lugar é aqui: no  SELETO GRUPO DOS CARTOLEIROS   TIME GURU.   Você estará muito a frente dos outros cartoleiros.   e não se engane: as vantagens que você terá no TIME GURU são muito maiores do que apenas ganhar cartoletas      Veja as vantagens EXCLUSIVAS que você terá no Time Guru:  -   Acesso as pontuações mínimas para valorizar e pontuação esperada para todos os jogadores  - Avaliação do seu time por cartoleiros que lideram várias ligas  - Análise detalhada de cada jogador provável  - Seleção do Guru - nossa sugestão de jogadores para você mitar na rodada  - Time Valorização  - Compare as estatísticas de dois jogadores que você escolher  - Estatísticas do seu time até a última rodada  -  Novidade:  acesso completo à página de Scouts - Lá você consegue ver todos os scouts de cada jogador e de todos os outros que jogaram contra o mesmo adversário.   Você também pode filtrar por mando de campo, posição, rodada, times...       Resumindo:  TUDO QUE UM CARTOLEIRO PRECISA PARA MITAR E GANHAR SUAS LIGAS.     Além de te dar todas as dicas e te ajudar a ganhar as suas ligas, também temos muitos prêmios!!  Até o final do ano você irá concorrer a:   7 CAMISAS OFICIAIS    5 CAMISAS DO SEU TIME DO CARTOLA    1 PLAYSTATION 4      Quem sabe você não será o próximo a me mandar um e-mail assim:        e quanto custa para ter acesso a isso tudo que eu falei???  Fizemos uma pesquisa em vários sites que oferecem dicas para Cartola...  Nenhum site conseguiu oferecer tantos serviços,   mas se a gente somasse todos esses serviços...  o preço seria R$ 287,00!     Claro que não é fácil montar um site com toda essa estrutura e tem muitos custos.  Mas o nosso objetivo é ajudar os cartoleiros e crescer junto com você!      O preço normal do TIME GURU é R$ 119,00.       Mas eu sei que já se passaram 15 rodadas e conseguimos fazer uma oferta irresistível...        Nossa oferta tem um prazo de 24 horas e é de   R$ 47,00 (taxa única).       Você pode usar o link abaixo para comprar:    Clique aqui e garanta sua vaga   (vale por 24 horas)      importante:   Temos tanta certeza que o Time Guru irá surpreender as suas expectativas que te oferecemos  15 dias de garantia.   Como funciona? Se por algum motivo você quiser cancelar a sua compra, basta nos enviar um e-mail falando que quer cancelar.   Você irá receber todo o seu dinheiro de volta, sem problema algum!!      Ahh... imagino que você queira ter acesso a todo o conteúdo antes mesmo da próxima rodada, certo? Então se escolher pagar pelo boleto bancário, me envie o comprovante que vou liberar o seu acesso. :)     Qualquer dúvida que você ainda tenha, é só responder esse e-mail que vou te ajudar.   Te espero do outro lado!! Venha ser mito com a gente!! :)     Clique aqui e garanta sua vaga     Grande abraço,         Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
124	"16ª RODADA - SELEÇÃO DO GURU"	2018-07-28	2062	2062	""	1836	1223	"       E aí TIME GURU!!      Cabeça erguida para conseguir a recuperação nessa rodada!      Como previsto, a rodada 15 foi zicada.      Vamo que vamo!       Weverton (GOL) - Palmeiras       A aposta no Weverton é pelo fato do Paraná ser o time que mais cede pontos aos goleiros (7,4 pts). Outra boa opção é Diego Alves. Não vou escalar porque já teremos outros dois defensores do Flamengo.      Renê (LAT) - Flamengo      Grandes chances de manter o saldo de gols, média de 2 a 3 roubadas de bola em casa e ainda tem chance de assistência. Média de 7,1 pontos jogando em casa. Laterais esquerdos que jogam contra o Sport costumam se dar muito bem, média de 6,3 pontos.       Yago Pikachu (LAT) - Vasco       Já está com cadeira cativa aqui na seleção. Média de 11,4 pontos jogando em casa.       Léo Duarte (ZAG) - Flamengo       Preferi Léo Duarte ao Réver. Os dois são boas opções, mas Léo Duarte costuma roubar um pouquinho a mais de bolas. Réver é melhor no ataque mas ainda não fez gol em casa. Léo Duarte tem média de 5,5 pontos em casa e a média de outros zagueiros que jogaram em casa contra o Sport é 5,2 pontos.       Víctor Cuesta (ZAG) - Internacional       Outro que tem vaga cativa aqui já. Média de 10,1 pontos jogando em casa, mais de 4 RBs por jogo.        Lucas Paquetá (MEI) - Flamengo       Média de 9,5 pontos em casa. É mito e não tem como ficar de fora.      Patrick (MEI) - Internacional - Capitão      Excelente média em casa (9,3 pontos). Média de 3,6 RBs por jogo e chances de assistência e gol. Será o nosso capitão porque Arrascaeta e Lucas Paquetá terão Copa do Brasil durante a semana. Arrascaeta já foi poupado no último jogo e o Flamengo dificilmente irá abrir mão dos titulares disputando a liderança. Mas preferi ser precavido na escolha do capitão.       Arrascaeta (MEI) - Cruzeiro       Mito dos mitos. Tem um jogo difícil pela frente, enfrenta o SP no Mineirão. Tem média de 15,1 pontos em casa (sim, 15,1). Como deixar de fora?       Rodrygo (ATA) - Santos       Atacantes costumam se dar bem casa contra o América. Rodrygo tem média de 8,1 pontos jogando em casa.       Pedro (ATA) - Fluminense      Está indo melhor fora de casa do que no Rio. Média de 9,4 pontos e pega o lanterna.       Gilberto (ATA) - Bahia       Está muito bem em sua volta ao Brasil, já fez 2 gols em 2 jogos e pega uma das piores zagas do campeonato.       Wesley Carvalho (TÉC) - Palmeiras       Um dos favoritos para a rodada.         BRUNO HENRIQUE (MEI) e WILLAN - PALMEIRAS      Também considero ótimas opções e só não estão na seleção por falta de espaço.          Atenção: Confira se todos os jogadores estão prováveis antes do mercado fechar! Caso seja necessário, vamos fazer a substituição dos jogadores na página da Seleção do Guru.          VAMOOOO!         Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
126	"E ai [Name,fallback=], vai pegar ou largar?"	2018-07-31	1272	1272	"62,65,71"	447	351	"     Como você já deve saber, o nosso programa de membros - TIME GURU - bombou no primeiro semestre, até um ponto que tive que encerrar as vagas.  Antes que comprometesse a qualidade do serviço que prestamos.  Estamos sempre ajustando o nosso sistema para receber mais pessoas e prestar o melhor serviço a todos...  Então fico muito feliz de te enviar esse e-mail, já que vou te dar uma notícia muito boa!  Você colocou o seu nome em nossa lista de espera para fazer parte do Time Guru e  chegou a sua vez !   Já são quase 1 milhão de pessoas usando o site e agora você fará parte da elite dos cartoleiros:   O SELETO GRUPO DOS CARTOLEIROS   TIME GURU.    Você estará muito a frente dos outros cartoleiros.      Veja as vantagens EXCLUSIVAS para quem é Time Guru:  - Acesso as pontuações mínimas para valorizar e pontuação esperada para  todos  os jogadores  - Avaliação do seu time por cartoleiros que lideram várias ligas  - Análise detalhada de cada jogador provável  - Seleção do Guru - nossa sugestão de jogadores para você mitar na rodada  - Compare as estatísticas de dois jogadores que você escolher  - Estatísticas do seu time até a última rodada  -  Novidade:  acesso completo à página de Scouts - Lá você consegue ver todos os scouts de cada jogador e de todos os outros que jogaram contra o mesmo adversário.   Você também pode filtrar por mando de campo, posição, rodada, times...       Resumindo:  TUDO QUE UM CARTOLEIRO PRECISA PARA MITAR E GANHAR SUAS LIGAS.     Além de te dar todas as dicas e te ajudar a ganhar as suas ligas, também temos muitos prêmios!!  Até o final do ano você irá concorrer a:      6 CAMISAS OFICIAIS    4 CAMISAS DO SEU TIME DO CARTOLA    1 PLAYSTATION 4      e quanto custa para ter acesso a isso tudo que eu falei???  Fizemos uma pesquisa em vários sites que oferecem dicas para Cartola...  Nenhum site conseguiu oferecer tantos serviços,   mas se a gente somasse todos esses serviços...     o preço seria R$ 287,00!     Claro que não é fácil montar um site com toda essa estrutura e tem muitos custos.  Mas o nosso objetivo é ajudar os cartoleiros e crescer junto com você!      O preço normal do TIME GURU é R$ 119,00.       Mas eu sei que já se passaram 16 rodadas e conseguimos fazer uma oferta irresistível para a nossa lista de espera...        Nossa oferta tem um prazo de 24 horas e é de R$ 47,00    .  (para todo o restante do campeonato - ainda teremos 22 rodadas!)      Você pode usar o link abaixo para comprar:   (vale por 24 horas  - depois o link irá expirar)    Clique aqui e garanta sua vaga       importante:   Temos tanta certeza que o Time Guru irá surpreender as suas expectativas que te oferecemos  15 dias de garantia.   Como funciona? Se por algum motivo você quiser cancelar a sua compra, basta nos enviar um e-mail falando que quer cancelar.   Você irá receber todo o seu dinheiro de volta, sem problema algum!!      Qualquer dúvida que você ainda tenha, é só responder esse e-mail que vou te ajudar.   Te espero do outro lado!! Venha ser mito com a gente!! :)    Clique aqui e garanta sua vaga     Grande abraço,          Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
128	"Como ver as dicas a partir de agora"	2018-08-01	184454	184454	"0"	31060	26472	"     E aí [Name,fallback=],  Vim aqui trazer mais dicas para você!   Além de todas as ferramentas que o site tem para te ajudar a mitar, achei que podia te ajudar um pouco mais...  Consegui arrumar um tempinho para postar dicas no Youtube! :)  Agora toda rodada vou colocar dicas rápidas no canal GURU DO CARTOLA.  Já postei algumas dicas para a rodada 17 e estou te esperando lá!    [Clique aqui, se inscreva no canal e não perca também os próximos vídeos]         Comentem lá no vídeo se gostaram da ideia, o que vocês querem no canal, sugestões...   Quero saber o que acharam :)   Grande abraço,         Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
130	"[Name,fallback=], precisamos conversar sobre o [own_team_name,fallback=]"	2018-08-02	12990	12990	"80"	2355	2031	"     Tem duas coisas que eu sou bastante viciado. Uma é  futebol e outra é analisar os números e as informações do Cartola.  As vezes o pessoal me acha até meio doido por isso...   Mas eu fico analisando todos os scouts, tentando entender as escalações do pessoal, fazendo contas, gráficos, testes... e por aí vai...  Acho que não foi à toa que criei o Guru do Cartola...  E estou te contando isso porque eu tava dando uma olhada no seu time, o [own_team_name,fallback=].  Vi que você está com [cartoletas,fallback=] cartoletas...  Para ser bem sincero, é muito difícil jogar bem o Cartola com menos de 160 cartoletas...  Na minha opinião, o mínimo para poder escalar um time tranquilamente são umas 180 cartoletas.  Então, quero te ajudar a ganhar mais cartoletas, o que você acha?  Talvez você tenha conhecido o Guru do Cartola exatamente por mostrarmos em tempo real a valorização dos jogadores.  Isso só é possível porque descobri a fórmula de valorização do Cartola.   E isso pode te ajudar muito a ganhar cartoletas!   Usando a fórmula de valorização do Cartola, eu calculo a pontuação mínima para cada jogador valorizar.  Então fica muito fácil ter uma ideia de quem tem grandes chances de valorizar!  Além disso, escalamos o Time Valorização toda rodada.  O objetivo dele é ganhar o máximo de cartoletas possível.   E sabendo a fórmula de valorização isso fica  muito mais fácil !!   Espero que você aceite a minha ajuda, quero te ver com bastante cartoletas e jogando de igual pra igual com seus amigos!   Ahh... e um aviso importante, estou recebendo muitas mensagens sobre isso.   Uns dois meses atrás fechamos as vagas para participar do nosso programa de assinantes, o TIME GURU.   Depois disso, fizemos vários ajustes, melhoramos bastante o site, conseguimos criar a página de scouts, etc...   Agora já estamos quase prontos para abrirmos mais vagas! Então essa é uma excelente oportunidade para dar aquela recuperada.   Fique esperto que em breve teremos novidades! :)  Vamo que vamo, não chegamos nem na metade do campeonato ainda e muita coisa pode mudar!   Clique aqui para ver o que disse sobre valorização um cara que ganhou várias ligas ano passado       Grande abraço,         Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
131	"[Name,fallback=], precisamos conversar sobre o [own_team_name,fallback=]"	2018-08-02	10607	10607	"85,80"	2140	1802	"     Tem duas coisas que eu sou bastante viciado. Uma é  futebol e outra é analisar os números e as informações do Cartola.  As vezes o pessoal me acha até meio doido por isso...   Mas eu fico analisando todos os scouts, tentando entender as escalações do pessoal, fazendo contas, gráficos, testes... e por aí vai...  Acho que não foi à toa que criei o Guru do Cartola...  E estou te contando isso porque eu tava dando uma olhada no seu time, o [own_team_name,fallback=].  Vi que você está com [cartoletas,fallback=] cartoletas...  Para ser bem sincero, é muito difícil jogar bem o Cartola com menos de 160 cartoletas...  Na minha opinião, o mínimo para poder escalar um time tranquilamente são umas 180 cartoletas.  Então, quero te ajudar a ganhar mais cartoletas, o que você acha?  Talvez você tenha conhecido o Guru do Cartola exatamente por mostrarmos em tempo real a valorização dos jogadores.  Isso só é possível porque descobri a fórmula de valorização do Cartola.   E isso pode te ajudar muito a ganhar cartoletas!   Usando a fórmula de valorização do Cartola, eu calculo a pontuação mínima para cada jogador valorizar.  Então fica muito fácil ter uma ideia de quem tem grandes chances de valorizar!  Além disso, escalamos o Time Valorização toda rodada.  O objetivo dele é ganhar o máximo de cartoletas possível.   E sabendo a fórmula de valorização isso fica  muito mais fácil !!   Espero que você aceite a minha ajuda, quero te ver com bastante cartoletas e jogando de igual pra igual com seus amigos!   Ahh... e um aviso importante, estou recebendo muitas mensagens sobre isso.   Uns dois meses atrás fechamos as vagas para participar do nosso programa de assinantes, o TIME GURU.   Depois disso, fizemos vários ajustes, melhoramos bastante o site, conseguimos criar a página de scouts, etc...   Agora já estamos quase prontos para abrirmos mais vagas! Então essa é uma excelente oportunidade para dar aquela recuperada.   Fique esperto que em breve teremos novidades! :)  Vamo que vamo, não chegamos nem na metade do campeonato ainda e muita coisa pode mudar!   Clique aqui para ver o que disse sobre valorização um cara que ganhou várias ligas ano passado       Grande abraço,         Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
133	"[Name,fallback=], precisamos conversar sobre o [own_team_name,fallback=]"	2018-08-02	33609	33609	""	6071	5071	"         Tem duas coisas que eu sou bastante viciado. Uma é  futebol e outra é analisar os números e as informações do Cartola.    As vezes o pessoal me acha até meio doido por isso...     Mas eu fico analisando todos os scouts, tentando entender as escalações do pessoal, fazendo contas, gráficos, testes... e por aí vai...    Acho que não foi à toa que criei o Guru do Cartola...       E estou te contando isso porque eu tava dando uma olhada no seu time, o [own_team_name,fallback=].   Pelo que vi, sua média de pontos é por volta dos [media,fallback=] pontos...   Não está ruim, mas acho que não é o suficiente para ficar na frente das suas ligas, né?    Pela minha experiência são poucos detalhes que separam o pessoal ali do meio da tabela e os que estão liderando as ligas.    Apostar em jogadores com boas médias e que são regulares ou que jogam contra um adversário fácil, faz muita diferença, por exemplo.     Analisar a atuação do jogador no local que a partida vai acontecer (em casa ou fora) também é muito importante...    E por aí vai...     Estou te falando isso porque recebo muitos e muitos e-mails do pessoal falando que depois que começaram a usar o site conseguiram aumentar muito a média deles.    O pessoal que usa o TIME GURU por exemplo, está com média de 80,47 pontos por rodada.    Depois da última rodada achei um cara do TIME GURU com 96,15 de média....    Na minha opinião, se você quiser analisar os jogadores que vai escalar de forma bem simples e precisa, a melhor opção é a página de Scouts lá no site.    Lá você consegue ver as pontuações dos jogadores, ver os adversários mais fáceis, filtrar por mando de campo...    Agora se você não quiser gastar muito tempo, você pode só dar uma consultada na Seleção do Guru e confiar na análise que eu fiz para escolher os jogadores.    Ainda falta muito campeonato pela frente e eu quero te ajudar a melhorar essa média! Beleza?     São poucos detalhes na sua escalação que estão te separando dos líderes!     Ahh... e um aviso importante, estou recebendo muitas mensagens sobre isso, então já vou te falar de uma vez.     Uns dois meses atrás fechamos as vagas para participar do nosso programa de assinantes, o TIME GURU.     Depois disso, fizemos vários ajustes, melhoramos bastante o site, conseguimos criar a página de scouts, etc...     Agora já estamos quase prontos para abrirmos mais vagas! Por isso essa é uma excelente oportunidade para melhorar ainda mais seu rendimento.     Fique esperto que em breve teremos novidades! :)    Vamo que vamo, não chegamos nem na metade do campeonato ainda e muita coisa pode mudar!    Olhe só o resultado do pessoal:                   Grande abraço,         Luís, do Guru do Cartola                                  .  .  Caso não queira receber nossos e-mails, clique em  sair .    "
